uf,soma_total_vitimas,ano,mes,vitimas_escala,crime_enum
ES,101.0,2024,7,2.462136124924399,9
ES,96.0,2024,8,2.3402481979479437,9
ES,118.0,2024,9,2.876555076644347,9
ES,147.0,2024,10,3.583505053107789,9
ES,103.0,2024,11,2.510891295714981,9
ES,111.0,2024,12,2.70591197887731,9
GO,6.0,2024,1,0.08162728898223423,1
GO,1.0,2024,2,0.013604548163705705,1
GO,1.0,2024,3,0.013604548163705705,1
GO,5.0,2024,4,0.06802274081852852,1
GO,5.0,2024,5,0.06802274081852852,1
GO,3.0,2024,6,0.040813644491117115,1
GO,6.0,2024,7,0.08162728898223423,1
GO,4.0,2024,8,0.05441819265482282,1
GO,7.0,2024,9,0.09523183714593994,1
GO,1.0,2024,10,0.013604548163705705,1
GO,9.0,2024,11,0.12244093347335135,1
GO,8.0,2024,12,0.10883638530964564,1
GO,60.0,2024,1,0.8162728898223423,2
GO,59.0,2024,2,0.8026683416586365,2
GO,90.0,2024,3,1.2244093347335134,2
GO,99.0,2024,4,1.3468502682068648,2
GO,71.0,2024,5,0.9659229196231051,2
GO,76.0,2024,6,1.0339456604416335,2
GO,74.0,2024,7,1.006736564114222,2
GO,58.0,2024,8,0.7890637934949308,2
GO,97.0,2024,9,1.3196411718794534,2
GO,83.0,2024,10,1.1291774975875735,2
GO,63.0,2024,11,0.8570865343134594,2
GO,73.0,2024,12,0.9931320159505165,2
GO,2.0,2024,1,0.02720909632741141,3
GO,1.0,2024,2,0.013604548163705705,3
GO,2.0,2024,3,0.02720909632741141,3
GO,0.0,2024,4,0.0,3
GO,5.0,2024,5,0.06802274081852852,3
GO,4.0,2024,6,0.05441819265482282,3
GO,2.0,2024,7,0.02720909632741141,3
GO,2.0,2024,8,0.02720909632741141,3
GO,2.0,2024,9,0.02720909632741141,3
GO,6.0,2024,10,0.08162728898223423,3
GO,3.0,2024,11,0.040813644491117115,3
GO,6.0,2024,12,0.08162728898223423,3
GO,73.0,2024,1,0.9931320159505165,4
GO,63.0,2024,2,0.8570865343134594,4
GO,76.0,2024,3,1.0339456604416335,4
GO,80.0,2024,4,1.0883638530964563,4
GO,106.0,2024,5,1.4420821053528048,4
GO,91.0,2024,6,1.2380138828972191,4
GO,64.0,2024,7,0.8706910824771651,4
GO,73.0,2024,8,0.9931320159505165,4
GO,84.0,2024,9,1.1427820457512792,4
GO,62.0,2024,10,0.8434819861497537,4
GO,53.0,2024,11,0.7210410526764024,4
GO,80.0,2024,12,1.0883638530964563,4
GO,23.0,2024,1,0.3129046077652312,5
GO,13.0,2024,2,0.17685912612817417,5
GO,27.0,2024,3,0.36732280042005405,5
GO,21.0,2024,4,0.2856955114378198,5
GO,23.0,2024,5,0.3129046077652312,5
GO,34.0,2024,6,0.46255463756599396,5
GO,27.0,2024,7,0.36732280042005405,5
GO,21.0,2024,8,0.2856955114378198,5
GO,25.0,2024,9,0.34011370409264263,5
GO,28.0,2024,10,0.38092734858375976,5
GO,17.0,2024,11,0.23127731878299698,5
GO,38.0,2024,12,0.5169728302208167,5
GO,3.0,2024,1,0.040813644491117115,6
GO,3.0,2024,2,0.040813644491117115,6
GO,0.0,2024,3,0.0,6
GO,1.0,2024,4,0.013604548163705705,6
GO,3.0,2024,5,0.040813644491117115,6
GO,0.0,2024,6,0.0,6
GO,1.0,2024,7,0.013604548163705705,6
GO,0.0,2024,8,0.0,6
GO,2.0,2024,9,0.02720909632741141,6
GO,3.0,2024,10,0.040813644491117115,6
GO,1.0,2024,11,0.013604548163705705,6
GO,2.0,2024,12,0.02720909632741141,6
GO,67.0,2024,1,0.9115047269682822,7
GO,57.0,2024,2,0.7754592453312252,7
GO,68.0,2024,3,0.9251092751319879,7
GO,54.0,2024,4,0.7346456008401081,7
GO,51.0,2024,5,0.693831956348991,7
GO,64.0,2024,6,0.8706910824771651,7
GO,65.0,2024,7,0.8842956306408708,7
GO,65.0,2024,8,0.8842956306408708,7
GO,76.0,2024,9,1.0339456604416335,7
GO,72.0,2024,10,0.9795274677868108,7
GO,48.0,2024,11,0.6530183118578738,7
GO,75.0,2024,12,1.0203411122779278,7
GO,18.0,2024,1,0.2448818669467027,8
GO,17.0,2024,2,0.23127731878299698,8
GO,15.0,2024,3,0.20406822245558556,8
GO,17.0,2024,4,0.23127731878299698,8
GO,13.0,2024,5,0.17685912612817417,8
GO,16.0,2024,6,0.21767277061929127,8
GO,11.0,2024,7,0.14965002980076275,8
GO,11.0,2024,8,0.14965002980076275,8
GO,22.0,2024,9,0.2993000596015255,8
GO,20.0,2024,10,0.2720909632741141,8
GO,10.0,2024,11,0.13604548163705704,8
GO,18.0,2024,12,0.2448818669467027,8
GO,103.0,2024,1,1.4012684608616877,9
GO,113.0,2024,2,1.5373139424987445,9
GO,141.0,2024,3,1.9182412910825042,9
GO,127.0,2024,4,1.7277776167906242,9
GO,129.0,2024,5,1.7549867131180357,9
GO,121.0,2024,6,1.6461503278083902,9
GO,108.0,2024,7,1.4692912016802162,9
GO,146.0,2024,8,1.986264031901033,9
GO,131.0,2024,9,1.782195809445447,9
GO,135.0,2024,10,1.83661400210027,9
GO,117.0,2024,11,1.5917321351535674,9
GO,155.0,2024,12,2.108704965374384,9
MA,4.0,2024,1,0.05705352761961272,1
MA,2.0,2024,2,0.02852676380980636,1
MA,5.0,2024,3,0.0713169095245159,1
MA,5.0,2024,4,0.0713169095245159,1
MA,9.0,2024,5,0.1283704371441286,1
MA,4.0,2024,6,0.05705352761961272,1
MA,5.0,2024,7,0.0713169095245159,1
MA,9.0,2024,8,0.1283704371441286,1
MA,11.0,2024,9,0.15689720095393497,1
MA,2.0,2024,10,0.02852676380980636,1
MA,3.0,2024,11,0.04279014571470954,1
MA,10.0,2024,12,0.1426338190490318,1
MA,138.0,2024,1,1.968346702876639,2
MA,152.0,2024,2,2.1680340495452834,2
MA,121.0,2024,3,1.7258692104932847,2
MA,152.0,2024,4,2.1680340495452834,2
MA,151.0,2024,5,2.1537706676403805,2
MA,177.0,2024,6,2.5246185971678625,2
MA,145.0,2024,7,2.068190376210961,2
MA,173.0,2024,8,2.4675650695482503,2
MA,184.0,2024,9,2.6244622705021854,2
MA,181.0,2024,10,2.5816721247874757,2
MA,168.0,2024,11,2.396248160023734,2
MA,170.0,2024,12,2.4247749238335405,2
MA,0.0,2024,1,0.0,3
MA,2.0,2024,2,0.02852676380980636,3
MA,0.0,2024,3,0.0,3
MA,0.0,2024,4,0.0,3
MA,0.0,2024,5,0.0,3
MA,1.0,2024,6,0.01426338190490318,3
MA,0.0,2024,7,0.0,3
MA,2.0,2024,8,0.02852676380980636,3
MA,1.0,2024,9,0.01426338190490318,3
MA,0.0,2024,10,0.0,3
MA,2.0,2024,11,0.02852676380980636,3
MA,0.0,2024,12,0.0,3
MA,75.0,2024,1,1.0697536428677386,4
MA,46.0,2024,2,0.6561155676255463,4
MA,65.0,2024,3,0.9271198238187067,4
MA,81.0,2024,4,1.1553339342971576,4
MA,86.0,2024,5,1.2266508438216734,4
MA,70.0,2024,6,0.9984367333432226,4
MA,87.0,2024,7,1.2409142257265768,4
MA,82.0,2024,8,1.1695973162020608,4
MA,107.0,2024,9,1.5261818638246403,4
MA,81.0,2024,10,1.1553339342971576,4
MA,105.0,2024,11,1.497655100014834,4
MA,113.0,2024,12,1.6117621552540595,4
MA,26.0,2024,1,0.3708479295274827,5
MA,10.0,2024,2,0.1426338190490318,5
MA,21.0,2024,3,0.2995310200029668,5
MA,21.0,2024,4,0.2995310200029668,5
MA,27.0,2024,5,0.3851113114323859,5
MA,20.0,2024,6,0.2852676380980636,5
MA,20.0,2024,7,0.2852676380980636,5
MA,26.0,2024,8,0.3708479295274827,5
MA,31.0,2024,9,0.44216483905199855,5
MA,20.0,2024,10,0.2852676380980636,5
MA,27.0,2024,11,0.3851113114323859,5
MA,31.0,2024,12,0.44216483905199855,5
MA,8.0,2024,1,0.11410705523922544,6
MA,6.0,2024,2,0.08558029142941909,6
MA,3.0,2024,3,0.04279014571470954,6
MA,4.0,2024,4,0.05705352761961272,6
MA,13.0,2024,5,0.18542396476374134,6
MA,6.0,2024,6,0.08558029142941909,6
MA,2.0,2024,7,0.02852676380980636,6
MA,2.0,2024,8,0.02852676380980636,6
MA,7.0,2024,9,0.09984367333432226,6
MA,2.0,2024,10,0.02852676380980636,6
MA,4.0,2024,11,0.05705352761961272,6
MA,5.0,2024,12,0.0713169095245159,6
MA,22.0,2024,1,0.31379440190786995,7
MA,22.0,2024,2,0.31379440190786995,7
MA,22.0,2024,3,0.31379440190786995,7
MA,21.0,2024,4,0.2995310200029668,7
MA,30.0,2024,5,0.42790145714709543,7
MA,28.0,2024,6,0.39937469333728903,7
MA,23.0,2024,7,0.3280577838127732,7
MA,28.0,2024,8,0.39937469333728903,7
MA,25.0,2024,9,0.35658454762257946,7
MA,35.0,2024,10,0.4992183666716113,7
MA,46.0,2024,11,0.6561155676255463,7
MA,18.0,2024,12,0.2567408742882572,7
MA,9.0,2024,1,0.1283704371441286,8
MA,6.0,2024,2,0.08558029142941909,8
MA,8.0,2024,3,0.11410705523922544,8
MA,5.0,2024,4,0.0713169095245159,8
MA,7.0,2024,5,0.09984367333432226,8
MA,2.0,2024,6,0.02852676380980636,8
MA,5.0,2024,7,0.0713169095245159,8
MA,9.0,2024,8,0.1283704371441286,8
MA,13.0,2024,9,0.18542396476374134,8
MA,11.0,2024,10,0.15689720095393497,8
MA,12.0,2024,11,0.17116058285883817,8
MA,20.0,2024,12,0.2852676380980636,8
MA,111.0,2024,1,1.583235391444253,9
MA,109.0,2024,2,1.5547086276344466,9
MA,96.0,2024,3,1.3692846628707054,9
MA,115.0,2024,4,1.6402889190638659,9
MA,125.0,2024,5,1.7829227381128976,9
MA,122.0,2024,6,1.7401325923981878,9
MA,109.0,2024,7,1.5547086276344466,9
MA,131.0,2024,8,1.8685030295423168,9
MA,114.0,2024,9,1.6260255371589625,9
MA,138.0,2024,10,1.968346702876639,9
MA,128.0,2024,11,1.825712883827607,9
MA,134.0,2024,12,1.9112931752570261,9
MG,15.0,2024,1,0.0703640636654048,1
MG,10.0,2024,2,0.04690937577693654,1
MG,13.0,2024,3,0.06098218851001749,1
MG,18.0,2024,4,0.08443687639848577,1
MG,12.0,2024,5,0.056291250932323844,1
MG,14.0,2024,6,0.06567312608771116,1
MG,15.0,2024,7,0.0703640636654048,1
MG,16.0,2024,8,0.07505500124309845,1
MG,10.0,2024,9,0.04690937577693654,1
MG,13.0,2024,10,0.06098218851001749,1
MG,16.0,2024,11,0.07505500124309845,1
MG,17.0,2024,12,0.07974593882079212,1
MG,213.0,2024,1,0.9991697040487482,2
MG,211.0,2024,2,0.9897878288933609,2
MG,222.0,2024,3,1.041388142247991,2
MG,234.0,2024,4,1.097679393180315,2
MG,214.0,2024,5,1.003860641626442,2
MG,221.0,2024,6,1.0366972046702976,2
MG,236.0,2024,7,1.1070612683357022,2
MG,218.0,2024,8,1.0226243919372164,2
MG,255.0,2024,9,1.1961890823118817,2
MG,227.0,2024,10,1.0648428301364594,2
MG,237.0,2024,11,1.111752205913396,2
MG,278.0,2024,12,1.3040806465988357,2
MG,1.0,2024,1,0.004690937577693653,3
MG,1.0,2024,2,0.004690937577693653,3
MG,3.0,2024,3,0.014072812733080961,3
MG,6.0,2024,4,0.028145625466161922,3
MG,2.0,2024,5,0.009381875155387307,3
MG,3.0,2024,6,0.014072812733080961,3
MG,0.0,2024,7,0.0,3
MG,2.0,2024,8,0.009381875155387307,3
MG,3.0,2024,9,0.014072812733080961,3
MG,2.0,2024,10,0.009381875155387307,3
MG,3.0,2024,11,0.014072812733080961,3
MG,3.0,2024,12,0.014072812733080961,3
MG,142.0,2024,1,0.6661131360324988,4
MG,163.0,2024,2,0.7646228251640655,4
MG,184.0,2024,3,0.8631325142956322,4
MG,178.0,2024,4,0.8349868888294704,4
MG,170.0,2024,5,0.7974593882079211,4
MG,200.0,2024,6,0.9381875155387307,4
MG,189.0,2024,7,0.8865872021841005,4
MG,209.0,2024,8,0.9804059537379736,4
MG,205.0,2024,9,0.961642203427199,4
MG,211.0,2024,10,0.9897878288933609,4
MG,201.0,2024,11,0.9428784531164244,4
MG,199.0,2024,12,0.933496577961037,4
MG,72.0,2024,1,0.33774750559394306,5
MG,55.0,2024,2,0.25800156677315095,5
MG,55.0,2024,3,0.25800156677315095,5
MG,57.0,2024,4,0.26738344192853825,5
MG,62.0,2024,5,0.2908381298170065,5
MG,59.0,2024,6,0.27676531708392554,5
MG,68.0,2024,7,0.31898375528316847,5
MG,80.0,2024,8,0.3752750062154923,5
MG,53.0,2024,9,0.24861969161776365,5
MG,67.0,2024,10,0.3142928177054748,5
MG,65.0,2024,11,0.3049109425500875,5
MG,101.0,2024,12,0.473784695347059,5
MG,4.0,2024,1,0.018763750310774614,6
MG,1.0,2024,2,0.004690937577693653,6
MG,7.0,2024,3,0.03283656304385558,6
MG,7.0,2024,4,0.03283656304385558,6
MG,1.0,2024,5,0.004690937577693653,6
MG,4.0,2024,6,0.018763750310774614,6
MG,4.0,2024,7,0.018763750310774614,6
MG,8.0,2024,8,0.03752750062154923,6
MG,3.0,2024,9,0.014072812733080961,6
MG,8.0,2024,10,0.03752750062154923,6
MG,7.0,2024,11,0.03283656304385558,6
MG,2.0,2024,12,0.009381875155387307,6
MG,168.0,2024,1,0.7880775130525338,7
MG,181.0,2024,2,0.8490597015625513,7
MG,198.0,2024,3,0.9288056403833433,7
MG,157.0,2024,4,0.7364771996979036,7
MG,167.0,2024,5,0.7833865754748401,7
MG,151.0,2024,6,0.7083315742317418,7
MG,169.0,2024,7,0.7927684506302275,7
MG,155.0,2024,8,0.7270953245425164,7
MG,172.0,2024,9,0.8068412633633084,7
MG,181.0,2024,10,0.8490597015625513,7
MG,170.0,2024,11,0.7974593882079211,7
MG,144.0,2024,12,0.6754950111878861,7
MG,18.0,2024,1,0.08443687639848577,8
MG,22.0,2024,2,0.10320062670926038,8
MG,28.0,2024,3,0.1313462521754223,8
MG,25.0,2024,4,0.11727343944234134,8
MG,18.0,2024,5,0.08443687639848577,8
MG,19.0,2024,6,0.08912781397617942,8
MG,21.0,2024,7,0.09850968913156673,8
MG,22.0,2024,8,0.10320062670926038,8
MG,18.0,2024,9,0.08443687639848577,8
MG,21.0,2024,10,0.09850968913156673,8
MG,17.0,2024,11,0.07974593882079212,8
MG,19.0,2024,12,0.08912781397617942,8
MG,268.0,2024,1,1.2571712708218992,9
MG,291.0,2024,2,1.3650628351088532,9
MG,368.0,2024,3,1.7262650285912644,9
MG,319.0,2024,4,1.4964090872842755,9
MG,306.0,2024,5,1.435426898774258,9
MG,288.0,2024,6,1.3509900223757723,9
MG,270.0,2024,7,1.2665531459772865,9
MG,302.0,2024,8,1.4166631484634835,9
MG,327.0,2024,9,1.5339365879058249,9
MG,282.0,2024,10,1.3228443969096104,9
MG,254.0,2024,11,1.1914981447341881,9
MG,309.0,2024,12,1.449499711507339,9
MS,3.0,2024,1,0.10338072190758107,1
MS,5.0,2024,2,0.1723012031793018,1
MS,3.0,2024,3,0.10338072190758107,1
MS,5.0,2024,4,0.1723012031793018,1
MS,0.0,2024,5,0.0,1
MS,3.0,2024,6,0.10338072190758107,1
MS,0.0,2024,7,0.0,1
MS,1.0,2024,8,0.03446024063586036,1
MS,3.0,2024,9,0.10338072190758107,1
MS,3.0,2024,10,0.10338072190758107,1
MS,5.0,2024,11,0.1723012031793018,1
MS,4.0,2024,12,0.13784096254344144,1
MS,38.0,2024,1,1.3094891441626937,2
MS,29.0,2024,2,0.9993469784399505,2
MS,37.0,2024,3,1.2750289035268334,2
MS,35.0,2024,4,1.2061084222551126,2
MS,25.0,2024,5,0.861506015896509,2
MS,24.0,2024,6,0.8270457752606486,2
MS,25.0,2024,7,0.861506015896509,2
MS,40.0,2024,8,1.3784096254344145,2
MS,45.0,2024,9,1.5507108286137163,2
MS,29.0,2024,10,0.9993469784399505,2
MS,48.0,2024,11,1.6540915505212972,2
MS,46.0,2024,12,1.5851710692495766,2
MS,3.0,2024,1,0.10338072190758107,3
MS,1.0,2024,2,0.03446024063586036,3
MS,0.0,2024,3,0.0,3
MS,2.0,2024,4,0.06892048127172072,3
MS,1.0,2024,5,0.03446024063586036,3
MS,2.0,2024,6,0.06892048127172072,3
MS,0.0,2024,7,0.0,3
MS,0.0,2024,8,0.0,3
MS,2.0,2024,9,0.06892048127172072,3
MS,0.0,2024,10,0.0,3
MS,3.0,2024,11,0.10338072190758107,3
MS,0.0,2024,12,0.0,3
MS,37.0,2024,1,1.2750289035268334,4
MS,26.0,2024,2,0.8959662565323693,4
MS,24.0,2024,3,0.8270457752606486,4
MS,29.0,2024,4,0.9993469784399505,4
MS,25.0,2024,5,0.861506015896509,4
MS,30.0,2024,6,1.0338072190758107,4
MS,20.0,2024,7,0.6892048127172072,4
MS,22.0,2024,8,0.7581252939889279,4
MS,34.0,2024,9,1.171648181619252,4
MS,27.0,2024,10,0.9304264971682297,4
MS,38.0,2024,11,1.3094891441626937,4
MS,35.0,2024,12,1.2061084222551126,4
MS,13.0,2024,1,0.44798312826618464,5
MS,17.0,2024,2,0.585824090809626,5
MS,6.0,2024,3,0.20676144381516215,5
MS,18.0,2024,4,0.6202843314454864,5
MS,8.0,2024,5,0.2756819250868829,5
MS,14.0,2024,6,0.48244336890204503,5
MS,22.0,2024,7,0.7581252939889279,5
MS,11.0,2024,8,0.37906264699446396,5
MS,18.0,2024,9,0.6202843314454864,5
MS,19.0,2024,10,0.6547445720813468,5
MS,17.0,2024,11,0.585824090809626,5
MS,19.0,2024,12,0.6547445720813468,5
MS,1.0,2024,1,0.03446024063586036,6
MS,2.0,2024,2,0.06892048127172072,6
MS,1.0,2024,3,0.03446024063586036,6
MS,1.0,2024,4,0.03446024063586036,6
MS,2.0,2024,5,0.06892048127172072,6
MS,2.0,2024,6,0.06892048127172072,6
MS,2.0,2024,7,0.06892048127172072,6
MS,0.0,2024,8,0.0,6
MS,1.0,2024,9,0.03446024063586036,6
MS,1.0,2024,10,0.03446024063586036,6
MS,2.0,2024,11,0.06892048127172072,6
MS,7.0,2024,12,0.24122168445102252,6
MS,23.0,2024,1,0.7925855346247883,7
MS,20.0,2024,2,0.6892048127172072,7
MS,18.0,2024,3,0.6202843314454864,7
MS,22.0,2024,4,0.7581252939889279,7
MS,25.0,2024,5,0.861506015896509,7
MS,24.0,2024,6,0.8270457752606486,7
MS,20.0,2024,7,0.6892048127172072,7
MS,14.0,2024,8,0.48244336890204503,7
MS,34.0,2024,9,1.171648181619252,7
MS,28.0,2024,10,0.9648867378040901,7
MS,34.0,2024,11,1.171648181619252,7
MS,25.0,2024,12,0.861506015896509,7
MS,0.0,2024,1,0.0,8
MS,0.0,2024,2,0.0,8
MS,0.0,2024,3,0.0,8
MS,0.0,2024,4,0.0,8
MS,0.0,2024,5,0.0,8
MS,0.0,2024,6,0.0,8
MS,0.0,2024,7,0.0,8
MS,0.0,2024,8,0.0,8
MS,0.0,2024,9,0.0,8
MS,0.0,2024,10,0.0,8
MS,0.0,2024,11,0.0,8
MS,0.0,2024,12,0.0,8
MS,53.0,2024,1,1.826392753700599,9
MS,63.0,2024,2,2.170995160059203,9
MS,71.0,2024,3,2.4466770851460855,9
MS,71.0,2024,4,2.4466770851460855,9
MS,45.0,2024,5,1.5507108286137163,9
MS,64.0,2024,6,2.205455400695063,9
MS,54.0,2024,7,1.8608529943364593,9
MS,61.0,2024,8,2.102074678787482,9
MS,37.0,2024,9,1.2750289035268334,9
MS,48.0,2024,10,1.6540915505212972,9
MS,66.0,2024,11,2.274375881966784,9
MS,63.0,2024,12,2.170995160059203,9
MT,3.0,2024,1,0.07854217348185834,1
MT,3.0,2024,2,0.07854217348185834,1
MT,2.0,2024,3,0.052361448987905554,1
MT,4.0,2024,4,0.10472289797581111,1
MT,2.0,2024,5,0.052361448987905554,1
MT,5.0,2024,6,0.13090362246976386,1
MT,4.0,2024,7,0.10472289797581111,1
MT,3.0,2024,8,0.07854217348185834,1
MT,8.0,2024,9,0.20944579595162222,1
MT,5.0,2024,10,0.13090362246976386,1
MT,4.0,2024,11,0.10472289797581111,1
MT,4.0,2024,12,0.10472289797581111,1
MT,83.0,2024,1,2.17300013299808,2
MT,67.0,2024,2,1.754108541094836,2
MT,79.0,2024,3,2.0682772350222693,2
MT,75.0,2024,4,1.9635543370464583,2
MT,79.0,2024,5,2.0682772350222693,2
MT,71.0,2024,6,1.858831439070647,2
MT,70.0,2024,7,1.8326507145766944,2
MT,68.0,2024,8,1.7802892655887887,2
MT,66.0,2024,9,1.7279278166008831,2
MT,76.0,2024,10,1.989735061540411,2
MT,67.0,2024,11,1.754108541094836,2
MT,54.0,2024,12,1.41375912267345,2
MT,1.0,2024,1,0.026180724493952777,3
MT,2.0,2024,2,0.052361448987905554,3
MT,0.0,2024,3,0.0,3
MT,1.0,2024,4,0.026180724493952777,3
MT,0.0,2024,5,0.0,3
MT,1.0,2024,6,0.026180724493952777,3
MT,0.0,2024,7,0.0,3
MT,0.0,2024,8,0.0,3
MT,0.0,2024,9,0.0,3
MT,0.0,2024,10,0.0,3
MT,0.0,2024,11,0.0,3
MT,1.0,2024,12,0.026180724493952777,3
MT,57.0,2024,1,1.4923012961553084,4
MT,65.0,2024,2,1.7017470921069304,4
MT,67.0,2024,3,1.754108541094836,4
MT,68.0,2024,4,1.7802892655887887,4
MT,81.0,2024,5,2.120638684010175,4
MT,68.0,2024,6,1.7802892655887887,4
MT,107.0,2024,7,2.8013375208529467,4
MT,102.0,2024,8,2.6704338983831835,4
MT,88.0,2024,9,2.3039037554678443,4
MT,94.0,2024,10,2.460988102431561,4
MT,92.0,2024,11,2.408626653443655,4
MT,112.0,2024,12,2.932241143322711,4
MT,18.0,2024,1,0.47125304089114994,5
MT,13.0,2024,2,0.34034941842138605,5
MT,16.0,2024,3,0.41889159190324443,5
MT,24.0,2024,4,0.6283373878548667,5
MT,19.0,2024,5,0.49743376538510276,5
MT,28.0,2024,6,0.7330602858306777,5
MT,24.0,2024,7,0.6283373878548667,5
MT,27.0,2024,8,0.706879561336725,5
MT,16.0,2024,9,0.41889159190324443,5
MT,17.0,2024,10,0.4450723163971972,5
MT,20.0,2024,11,0.5236144898790555,5
MT,22.0,2024,12,0.5759759388669611,5
MT,2.0,2024,1,0.052361448987905554,6
MT,2.0,2024,2,0.052361448987905554,6
MT,1.0,2024,3,0.026180724493952777,6
MT,4.0,2024,4,0.10472289797581111,6
MT,0.0,2024,5,0.0,6
MT,3.0,2024,6,0.07854217348185834,6
MT,0.0,2024,7,0.0,6
MT,2.0,2024,8,0.052361448987905554,6
MT,4.0,2024,9,0.10472289797581111,6
MT,0.0,2024,10,0.0,6
MT,0.0,2024,11,0.0,6
MT,2.0,2024,12,0.052361448987905554,6
MT,26.0,2024,1,0.6806988368427721,7
MT,23.0,2024,2,0.6021566633609138,7
MT,24.0,2024,3,0.6283373878548667,7
MT,29.0,2024,4,0.7592410103246304,7
MT,27.0,2024,5,0.706879561336725,7
MT,25.0,2024,6,0.6545181123488194,7
MT,20.0,2024,7,0.5236144898790555,7
MT,30.0,2024,8,0.7854217348185832,7
MT,30.0,2024,9,0.7854217348185832,7
MT,38.0,2024,10,0.9948675307702055,7
MT,35.0,2024,11,0.9163253572883472,7
MT,32.0,2024,12,0.8377831838064889,7
MT,14.0,2024,1,0.36653014291533886,8
MT,16.0,2024,2,0.41889159190324443,8
MT,17.0,2024,3,0.4450723163971972,8
MT,6.0,2024,4,0.15708434696371668,8
MT,13.0,2024,5,0.34034941842138605,8
MT,14.0,2024,6,0.36653014291533886,8
MT,8.0,2024,7,0.20944579595162222,8
MT,13.0,2024,8,0.34034941842138605,8
MT,23.0,2024,9,0.6021566633609138,8
MT,19.0,2024,10,0.49743376538510276,8
MT,20.0,2024,11,0.5236144898790555,8
MT,8.0,2024,12,0.20944579595162222,8
MT,140.0,2024,1,3.6653014291533887,9
MT,136.0,2024,2,3.5605785311775775,9
MT,101.0,2024,3,2.64425317388923,9
MT,122.0,2024,4,3.194048388262239,9
MT,132.0,2024,5,3.4558556332017663,9
MT,143.0,2024,6,3.743843602635247,9
MT,121.0,2024,7,3.167867663768286,9
MT,151.0,2024,8,3.953289398586869,9
MT,135.0,2024,9,3.5343978066836246,9
MT,111.0,2024,10,2.9060604188287584,9
MT,129.0,2024,11,3.377313459719908,9
MT,104.0,2024,12,2.7227953473710884,9
PA,3.0,2024,1,0.03462481588254154,1
PA,5.0,2024,2,0.05770802647090257,1
PA,6.0,2024,3,0.06924963176508309,1
PA,3.0,2024,4,0.03462481588254154,1
PA,4.0,2024,5,0.04616642117672206,1
PA,3.0,2024,6,0.03462481588254154,1
PA,10.0,2024,7,0.11541605294180514,1
PA,3.0,2024,8,0.03462481588254154,1
PA,6.0,2024,9,0.06924963176508309,1
PA,1.0,2024,10,0.011541605294180515,1
PA,3.0,2024,11,0.03462481588254154,1
PA,5.0,2024,12,0.05770802647090257,1
PA,154.0,2024,1,1.7774072153037992,2
PA,149.0,2024,2,1.7196991888328967,2
PA,161.0,2024,3,1.858198452363063,2
PA,138.0,2024,4,1.592741530596911,2
PA,144.0,2024,5,1.661991162361994,2
PA,146.0,2024,6,1.685074372950355,2
PA,147.0,2024,7,1.6966159782445358,2
PA,174.0,2024,8,2.008239321187409,2
PA,136.0,2024,9,1.56965832000855,2
PA,143.0,2024,10,1.6504495570678135,2
PA,154.0,2024,11,1.7774072153037992,2
PA,158.0,2024,12,1.8235736364805213,2
PA,4.0,2024,1,0.04616642117672206,3
PA,2.0,2024,2,0.02308321058836103,3
PA,4.0,2024,3,0.04616642117672206,3
PA,4.0,2024,4,0.04616642117672206,3
PA,2.0,2024,5,0.02308321058836103,3
PA,2.0,2024,6,0.02308321058836103,3
PA,3.0,2024,7,0.03462481588254154,3
PA,9.0,2024,8,0.10387444764762463,3
PA,2.0,2024,9,0.02308321058836103,3
PA,3.0,2024,10,0.03462481588254154,3
PA,2.0,2024,11,0.02308321058836103,3
PA,1.0,2024,12,0.011541605294180515,3
PA,95.0,2024,1,1.096452502947149,4
PA,63.0,2024,2,0.7271211335333724,4
PA,90.0,2024,3,1.0387444764762463,4
PA,82.0,2024,4,0.9464116341228023,4
PA,108.0,2024,5,1.2464933717714957,4
PA,106.0,2024,6,1.2234101611831345,4
PA,128.0,2024,7,1.477325477655106,4
PA,119.0,2024,8,1.3734510300074811,4
PA,133.0,2024,9,1.5350335041260086,4
PA,149.0,2024,10,1.7196991888328967,4
PA,114.0,2024,11,1.3157430035365787,4
PA,113.0,2024,12,1.3042013982423981,4
PA,13.0,2024,1,0.1500408688243467,5
PA,11.0,2024,2,0.12695765823598568,5
PA,17.0,2024,3,0.19620729000106876,5
PA,18.0,2024,4,0.20774889529524926,5
PA,21.0,2024,5,0.2423737111777908,5
PA,15.0,2024,6,0.17312407941270772,5
PA,37.0,2024,7,0.4270393958846791,5
PA,15.0,2024,8,0.17312407941270772,5
PA,17.0,2024,9,0.19620729000106876,5
PA,16.0,2024,10,0.18466568470688824,5
PA,23.0,2024,11,0.2654569217661518,5
PA,13.0,2024,12,0.1500408688243467,5
PA,5.0,2024,1,0.05770802647090257,6
PA,4.0,2024,2,0.04616642117672206,6
PA,6.0,2024,3,0.06924963176508309,6
PA,9.0,2024,4,0.10387444764762463,6
PA,9.0,2024,5,0.10387444764762463,6
PA,6.0,2024,6,0.06924963176508309,6
PA,3.0,2024,7,0.03462481588254154,6
PA,2.0,2024,8,0.02308321058836103,6
PA,6.0,2024,9,0.06924963176508309,6
PA,6.0,2024,10,0.06924963176508309,6
PA,5.0,2024,11,0.05770802647090257,6
PA,6.0,2024,12,0.06924963176508309,6
PA,57.0,2024,1,0.6578715017682893,7
